Class,HighTaxon,Taxon,Species,Mass,BMR,Reference
Mammals,Eutheria,Sorico,Myosorex_varius,12.32,23.86,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Neomys_anomalus,13.42,66.83,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Neomys_fodiens,13.5,39.2,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Notiosorex_crawfordi,4,12.6,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Sorex_alpinus,7.9,48.2,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Sorex_araneus,7.5,44.7,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Sorex_cinereus,5,32.75,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Sorex_coronatus,9.1,51.9,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Sorex_minutus,3.3,28.4,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Sorex_ornatus,4.7,25,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Sorex_palustris,14.4,70.65,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Sorex_vagrans,5.2,19.71,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Suncus_etruscus,2.2,7.04,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Suncus_murinus,52.4,88,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Condylura_cristata,49,110.3,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Neurotrichus_gibbsii,11.8,46.5,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Scalopus_aquaticus,48,67.7,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Scapanus_latimanus,61,76.3,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Scapanus_orarius,61.2,64.1,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Scapanus_townsendii,130.1,108.9,Genoud et al. (2017)
Mammals,Eutheria,Sorico,Parascalops_breweri,57.6,130.8,Genoud et al. (2017)
Mammals,Eutheria,Pholi,Manis_crassicaudata,15910,1241,Genoud et al. (2017)
Mammals,Eutheria,Pholi,Manis_javanica,4220,1106,Genoud et al. (2017)
Mammals,Eutheria,Pholi,Manis_pentadactyla,3638,667.9,Genoud et al. (2017)
Mammals,Eutheria,Pholi,Manis_tetradactyla,1430,242,Genoud et al. (2017)
Mammals,Eutheria,Pholi,Manis_tricuspis,2730,831.3,Genoud et al. (2017)
Mammals,Eutheria,Afro,Echinops_telfairi,152.5,40.1,Genoud et al. (2017)
Mammals,Eutheria,Afro,Geogale_aurita,6.9,7.73,Genoud et al. (2017)
Mammals,Eutheria,Afro,Hemicentetes_nigriceps,101.9,72.5,Genoud et al. (2017)
Mammals,Eutheria,Afro,Hemicentetes_semispinosus,133,64.1,Genoud et al. (2017)
Mammals,Eutheria,Afro,Limnogale_mergulus,77.7,72.3,Genoud et al. (2017)
Mammals,Eutheria,Afro,Microgale_cowani,10.3,27,Genoud et al. (2017)
Mammals,Eutheria,Afro,Microgale_dobsoni,44.6,41.7,Genoud et al. (2017)
Mammals,Eutheria,Afro,Microgale_drouhardi,11.9,28.39,Genoud et al. (2017)
Mammals,Eutheria,Afro,Microgale_talazaci,44,43.5,Genoud et al. (2017)
Mammals,Eutheria,Afro,Oryzorictes_hova,44.4,68.7,Genoud et al. (2017)
Mammals,Eutheria,Afro,Setifer_setosus,159.5,56.85,Genoud et al. (2017)
Mammals,Eutheria,Afro,Tenrec_ecaudatus,790,260.5,Genoud et al. (2017)
Mammals,Eutheria,Afro,Amblysomus_hottentotus,65.5,73.5,Genoud et al. (2017)
Mammals,Eutheria,Afro,Chrysochloris_asiatica,44,51.5,Genoud et al. (2017)
Mammals,Eutheria,Afro,Eremitalpa_granti,26.1,13.57,Genoud et al. (2017)
Mammals,Eutheria,Macros,Elephantulus_brachyrhynchus,45.3,43.72,Genoud et al. (2017)
Mammals,Eutheria,Macros,Elephantulus_edwardii,49.8,54.28,Genoud et al. (2017)
Mammals,Eutheria,Macros,Elephantulus_intufi,46.5,52.03,Genoud et al. (2017)
Mammals,Eutheria,Macros,Elephantulus_myurus,63,66.3,Genoud et al. (2017)
Mammals,Eutheria,Macros,Elephantulus_rozeti,45.3,47.8,Genoud et al. (2017)
Mammals,Eutheria,Macros,Elephantulus_rufescens,53,56.87,Genoud et al. (2017)
Mammals,Eutheria,Macros,Elephantulus_rupestris,59.7,53.17,Genoud et al. (2017)
Mammals,Eutheria,Macros,Macroscelides_proboscideus,38.8,51.99,Genoud et al. (2017)
Mammals,Eutheria,Macros,Petrodromus_tetradactylus,206.1,179.5,Genoud et al. (2017)
Mammals,Eutheria,Probo,Elephas_maximus,3672000,425347,Genoud et al. (2017)
Mammals,Eutheria,Probo,Loxodonta_africana,1542000,252888,Genoud et al. (2017)
Mammals,Eutheria,Hyraco,Dendrohyrax_dorsalis,2210,752.1,Genoud et al. (2017)
Mammals,Eutheria,Hyraco,Heterohyrax_brucei,1287,669.2,Genoud et al. (2017)
Mammals,Eutheria,Hyraco,Procavia_capensis,2400,648,Genoud et al. (2017)
Mammals,Eutheria,Sirenia,Trichechus_inunguis,170500,8531,Genoud et al. (2017)
Mammals,Eutheria,Sirenia,Trichechus_manatus,427700,10992,Genoud et al. (2017)
Mammals,Eutheria,Tubuli,Orycteropus_afer,48000,6144,Genoud et al. (2017)
Mammals,Eutheria,Prima,Aotus_trivirgatus,1030,496,Genoud et al. (2017)
Mammals,Eutheria,Prima,Alouatta_palliata,4670,2060,Genoud et al. (2017)
Mammals,Eutheria,Prima,Callimico_goeldii,557,278,Genoud et al. (2017)
Mammals,Eutheria,Prima,Callithrix_jacchus,356.7,163,Genoud et al. (2017)
Mammals,Eutheria,Prima,Callithrix_pygmaea,153,97.8,Genoud et al. (2017)
Mammals,Eutheria,Prima,Leontopithecus_rosalia,733,382,Genoud et al. (2017)
Mammals,Eutheria,Prima,Saguinus_geoffroyi,225,234.4,Genoud et al. (2017)
Mammals,Eutheria,Prima,Saguinus_oedipus,296,265.5,Genoud et al. (2017)
Mammals,Eutheria,Prima,Saimiri_boliviensis,850,592,Genoud et al. (2017)
Mammals,Eutheria,Prima,Saimiri_sciureus,839.8,694.9,Genoud et al. (2017)
Mammals,Eutheria,Prima,Cercocebus_torquatus,3750,1600,Genoud et al. (2017)
Mammals,Eutheria,Prima,Cercopithecus_mitis,8500,3392,Genoud et al. (2017)
Mammals,Eutheria,Prima,Colobus_guereza,10500,2980,Genoud et al. (2017)
Mammals,Eutheria,Prima,Erythrocebus_patas,3000,644.7,Genoud et al. (2017)
Mammals,Eutheria,Prima,Macaca_fascicularis,7100,3458,Genoud et al. (2017)
Mammals,Eutheria,Prima,Macaca_fuscata,9575,4149,Genoud et al. (2017)
Mammals,Eutheria,Prima,Macaca_mulatta,6225,2165,Genoud et al. (2017)
Mammals,Eutheria,Prima,Papio_anubis,9500,3058,Genoud et al. (2017)
Mammals,Eutheria,Prima,Papio_cynocephalus,14350,7950,Genoud et al. (2017)
Mammals,Eutheria,Prima,Papio_papio,6233,2622,Genoud et al. (2017)
Mammals,Eutheria,Prima,Papio_ursinus,16380,4986,Genoud et al. (2017)
Mammals,Eutheria,Prima,Daubentonia_madagascariensis,2562,1393.9,Genoud et al. (2017)
Mammals,Eutheria,Prima,Cheirogaleus_medius,300,159,Genoud et al. (2017)
Mammals,Eutheria,Prima,Microcebus_griseorufus,51.5,44.29,Genoud et al. (2017)
Mammals,Eutheria,Prima,Microcebus_murinus,84.5,82.7,Genoud et al. (2017)
Mammals,Eutheria,Prima,Euoticus_elegantulus,262,216,Genoud et al. (2017)
Mammals,Eutheria,Prima,Galago_demidoff,68,62.7,Genoud et al. (2017)
Mammals,Eutheria,Prima,Galago_moholi,181,86.9,Genoud et al. (2017)
Mammals,Eutheria,Prima,Galago_senegalensis,275,198,Genoud et al. (2017)
Mammals,Eutheria,Prima,Otolemur_crassicaudatus,1039,519.5,Genoud et al. (2017)
Mammals,Eutheria,Prima,Otolemur_garnettii,947,411,Genoud et al. (2017)
Mammals,Eutheria,Prima,Pan_troglodytes,38000,9462,Genoud et al. (2017)
Mammals,Eutheria,Prima,Pongo_pygmaeus,16200,4970,Genoud et al. (2017)
Mammals,Eutheria,Prima,Hylobates_lar,1900,1073,Genoud et al. (2017)
Mammals,Eutheria,Prima,Propithecus_coquereli,4052,1012.3,Genoud et al. (2017)
Mammals,Eutheria,Prima,Propithecus_verreauxi,3400,641.2,Genoud et al. (2017)
Mammals,Eutheria,Prima,Eulemur_fulvus,2330,324,Genoud et al. (2017)
Mammals,Eutheria,Prima,Eulemur_mongoz,1382,1143,Genoud et al. (2017)
Mammals,Eutheria,Prima,Lemur_catta,2527,651.4,Genoud et al. (2017)
Mammals,Eutheria,Prima,Varecia_variegata,3053,590,Genoud et al. (2017)
Mammals,Eutheria,Prima,Lepilemur_ruficaudatus,693,225,Genoud et al. (2017)
Mammals,Eutheria,Prima,Arctocebus_calabarensis,206,131,Genoud et al. (2017)
Mammals,Eutheria,Prima,Loris_tardigradus,284,128,Genoud et al. (2017)
Mammals,Eutheria,Prima,Nycticebus_coucang,1300,307,Genoud et al. (2017)
Mammals,Eutheria,Prima,Nycticebus_pygmaeus,469.5,172,Genoud et al. (2017)
Mammals,Eutheria,Prima,Perodicticus_potto,898,337,Genoud et al. (2017)
Mammals,Eutheria,Prima,Tarsius_syrichta,114,77,Genoud et al. (2017)
Mammals,Eutheria,Scand,Ptilocercus_lowii,57.5,43.1,Genoud et al. (2017)
Mammals,Eutheria,Scand,Tupaia_glis,123,93.5,Genoud et al. (2017)
Mammals,Eutheria,Scand,Tupaia_belangeri,186,126.5,Genoud et al. (2017)
Mammals,Eutheria,Scand,Urogale_everetti,264,229.7,Genoud et al. (2017)
Mammals,Eutheria,Lago,Brachylagus_idahoensis,432,384.5,Genoud et al. (2017)
Mammals,Eutheria,Lago,Lepus_alleni,3362,1516,Genoud et al. (2017)
Mammals,Eutheria,Lago,Lepus_americanus,1438,1216,Genoud et al. (2017)
Mammals,Eutheria,Lago,Lepus_arcticus,3004,1081,Genoud et al. (2017)
Mammals,Eutheria,Lago,Lepus_californicus,1989,1118,Genoud et al. (2017)
Mammals,Eutheria,Lago,Lepus_capensis,1400,525,Genoud et al. (2017)
Mammals,Eutheria,Lago,Lepus_europaeus,2800,1512,Genoud et al. (2017)
Mammals,Eutheria,Lago,Lepus_timidus,3096,2637.8,Genoud et al. (2017)
Mammals,Eutheria,Lago,Lepus_townsendii,2430,1263,Genoud et al. (2017)
Mammals,Eutheria,Lago,Sylvilagus_audubonii,672.4,436.9,Genoud et al. (2017)
Mammals,Eutheria,Lago,Sylvilagus_floridanus,981,557.2,Genoud et al. (2017)
Mammals,Eutheria,Lago,Ochotona_curzoniae,128.2,218,Genoud et al. (2017)
Mammals,Eutheria,Lago,Ochotona_dauurica,127.7,249,Genoud et al. (2017)
Mammals,Eutheria,Lago,Ochotona_princeps,109.3,167.2,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Bathyergus_janetta,406,219.2,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Bathyergus_suillus,712,341.8,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Cryptomys_amatus,77.3,48.7,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Cryptomys_anselli,81.9,62.2,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Cryptomys_bocagei,94.4,69.9,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Cryptomys_damarensis,125,82.5,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Cryptomys_darlingi,60,58.8,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Cryptomys_hottentotus,102,105,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Cryptomys_mechowi,267,160.2,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Georychus_capensis,132,126.5,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Heliophobius_argenteocinereus,223,154,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Heterocephalus_glaber,39,25.7,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Capromys_pilorides,2630,597,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Geocapromys_brownii,2456,736.8,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Geocapromys_ingrahami,775,265.8,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Cavia_magna,544,473,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Dolichotis_salinicola,1613,725.9,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Galea_musteloides,322,264,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Hydrochoeris_hydrochaeris,26385,6596.3,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Kerodon_rupestris,733,366.5,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Microcavia_niata,255.2,175.8,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Chinchilla_lanigera,426,225.8,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Chinchilla_chinchilla,454.4,226.3,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Lagidium_viscacia,2056,699,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Lagostomus_maximus,6784,1886,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Ctenomys_australis,293.8,146.5,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,NA,140.7,112.6,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Ctenomys_fulvus,275,176,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Ctenomys_magellanicus,263.1,184.2,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Ctenomys_maulinus,215,187.1,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Ctenomys_opimus,218.4,128.9,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Ctenomys_peruanus,490,220.5,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Ctenomys_porteousi,195.7,150.7,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Ctenomys_talarum,181.95,162.91,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Ctenomys_tuconax,325.8,208.5,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Cuniculus_paca,9156,2746.8,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Dasyprocta_azarae,3849,1886,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Dasyprocta_leporina,2687,1558.5,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Myoprocta_acouchy,914,502.7,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Proechimys_semispinosus,265,338.5,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Thrichomys_apereoides,323,206.7,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Coendou_prehensilis,3280,925,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Erethizon_dorsata,6100,3074.4,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Sphiggurus_villosus,812,580,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Hystrix_africaeaustralis,10700,2033,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Myocastor_coypus,4325,3027.4,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Aconaemys_fuscus,112,121,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Octodon_bridgesi,176.1,183.3,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Octodon_degus,206,191.6,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Octodon_lunatus,173.2,171.5,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Octodontomys_gliroides,152,130.7,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Octomys_mimax,118.6,115,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Spalacopus_cyanus,136,101.3,Genoud et al. (2017)
Mammals,Eutheria,RodHystrico,Tympanoctomys_barrerae,71.4,76.8,Genoud et al. (2017)
Mammals,Eutheria,RodAnomal,Pedetes_capensis,2300,793.3,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Castor_canadensis,15270,4688,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Geomys_bursarius,197,137.9,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Geomys_pinetis,200,142,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Thomomys_bottae,143,120.1,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Thomomys_talpoides,82.6,102.6,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Thomomys_townsendii,249,189.2,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Thomomys_umbrinus,95.3,72.3,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Chaetodipus_baileyi,29.1,34.54,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Chaetodipus_californicus,22,21.3,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Chaetodipus_fallax,19.6,26.85,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Chaetodipus_formosus,15.1,18.42,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Chaetodipus_hispidus,39.5,49.4,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Chaetodipus_intermedius,14.6,15.6,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Chaetodipus_penicillatus,16,22.4,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Dipodomys_agilis,60.6,63.6,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Dipodomys_deserti,106,92.2,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Dipodomys_heermanni,63.3,73.2,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Dipodomys_merriami,34.7,41.64,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Dipodomys_microps,57.2,66.9,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Dipodomys_nitratoides,37.8,46.2,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Dipodomys_ordii,48.8,57.4,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Dipodomys_panamintinus,56.9,62.59,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Dipodomys_spectabilis,100,114,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Heteromys_anomalus,69.3,100.5,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Heteromys_desmarestianus,75.8,99.1,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Liomys_irroratus,48.1,53.9,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Liomys_salvini,43.8,46.9,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Microdipodops_megacephalus,11.7,25.2,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Microdipodops_pallidus,15.2,19.8,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Perognathus_flavus,8.3,17.3,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Perognathus_longimembris,8.9,9.52,Genoud et al. (2017)
Mammals,Eutheria,RodCastor,Perognathus_parvus,19.2,28.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Abrothrix_andinus,34.6,64.7,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Abrothrix_lanosus,24,45.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Abrothrix_longipilis,42.3,57.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Abrothrix_olivaceus,27,49.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Akodon_albiventer,31,46.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Akodon_azarae,22.5,38.7,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Alticola_argentatus,52.9,127,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Arborimus_pomo,21.8,58.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Arvicola_amphibius,97.5,113.1,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Auliscomys_boliviensis,76.8,110.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Baiomys_taylori,7.3,14.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Calomys_callosus,48,71.04,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Calomys_lepidus,16,27.36,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Calomys_musculinus,16.9,27.89,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Calomys_venustus,49.5,70.79,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Chelemys_macronyx,62,84.32,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Chionomys_nivalis,37.5,117.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Cricetulus_barabensis,37.3,52.97,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Cricetulus_migratorius,30.7,45.74,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Cricetus_cricetus,369.6,192.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Dicrostonyx_groenlandicus,62.3,105.3,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Dicrostonyx_torquatus,69.8,138.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Eligmodontia_puerulus,21,33.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Eligmodontia_typus,17.5,29.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Eothenomys_melanogaster,25.2,62.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Eothenomys_miletus,41.23,79.57,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Eothenomys_olitor,34.26,89.1,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Euneomys_chinchilloides,65.4,84.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Graomys_griseoflavus,69.4,83.97,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Isthmomys_pirrensis,138,121.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Lasiopodomys_brandtii,61.8,88.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Lemmiscus_curtatus,30.3,50.3,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Lemmus_lemmus,60.6,141.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Lemmus_trimucronatus,44,70.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Lemmus_sibiricus,95.4,201.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Loxodontomys_micropus,62.3,97.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Megadontomys_thomasi,110.8,124,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Mesocricetus_auratus,119.3,102.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_agrestis,28,63.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_arvalis,33.9,61.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_breweri,53.1,73.7,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_cabrerae,43,48.59,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_californicus,44,67.92,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_canicaudus,30.4,77.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_guentheri,43.8,80.15,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_longicaudus,30.2,62.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_maximowiczii,41.67,92.09,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_mexicanus,28.8,46.57,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_montanus,51.2,89.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_ochrogaster,47.4,66.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_oeconomus,35.4,100.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_pennsylvanicus,44.7,80.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_pinetorum,23.8,55.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_richardsoni,80,172.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_socialis,61.2,85.7,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_subterraneus,17.8,49.48,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_townsendii,52.2,85.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Microtus_xanthognathus,68.5,98.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Myodes_californicus,18.3,61.12,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Myodes_gapperi,22.8,44.46,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Myodes_glareolus,20.9,52.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Myodes_rufocanus,23.05,83.44,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Myodes_rutilus,28,77,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Myopus_schisticolor,26.4,95,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Neofiber_alleni,258.1,216.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Neotoma_albigula,193.6,141.3,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Neotoma_cinerea,158.1,120.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Neotoma_floridana,160,274,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Neotoma_lepida,110.3,87.1,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Neotoma_macrotis,186.7,147.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Neotoma_stephensi,191.3,138,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Ochrotomys_nuttalli,19.5,27.1,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Oligoryzomys_longicaudatus,28.2,51,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Ondatra_zibethicus,1004.6,642.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Onychomys_torridus,19.1,29.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Oryzomys_talamancae,20,35,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Oxymycterus_roberti,83.5,91.02,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_boylii,23.2,54.29,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_californicus,49.6,58,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_crinitus,20.9,30.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_eremicus,21.5,31.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_gossypinus,21.5,36.98,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_keeni,28.3,46.7,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_leucopus,21.2,35.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_maniculatus,19.1,39,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_megalops,66.2,90.64,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_polionotus,12,21.48,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Peromyscus_truei,33.3,62.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Phenacomys_intermedius,21.5,67.23,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Phodopus_campbelli,31.4,59.03,Genoud et al. (2017)
