Class,Species,Mass,Temperature,MR
Mammals,Alopex_lagopus,3600,38.6,1374
Mammals,Canis_latrans,10000,37,2686.567
Mammals,Canis_mesomelas,7720,38,3860
Mammals,Cerdocyon_thous,5444,38.2,1524.318
Mammals,Fennecus_zerda,1215,38.8,583.2
Mammals,Vulpes_macrotis,1769,38,887.1403
Mammals,Vulpes_vulpes,4440,38.7,2442
Mammals,Acinonyx_jubatus,37900,39,8982
Mammals,Felis_concolor,37200,37.6,8841.7
Mammals,Felis_pardalis,10500,38,3126.3
Mammals,Felis_serval,10100,36.5,3137.2
Mammals,Felis_wiedii,3600,38,937.2
Mammals,Felis_yagouaroundi,8400,38.4,1737
Mammals,Panthera_leo,98000,37.9,16954
Mammals,Panthera_tigris,137900,37.5,23994.6
Mammals,Galerella_sanguinea,540,38.7,410.4
Mammals,Herpestes_javanicus,611,39.76,403.26
Mammals,Suricata_suricatta,850,36.3,310.2498
Mammals,Proteles_cristatus,8100,36.4,2194.3
Mammals,Eira_barbara,2950,38.4,1221.3
Mammals,Lutra_lutra,10000,38.14,4500
Mammals,Martes_americana,900,37.95,594.9
Mammals,Mustela_erminea,75,39.6,165
Mammals,Mustela_frenata,225,39,240.5769
Mammals,Mustela_vison,660,39,488.4
Mammals,Spilogale_putorius,624,36.35,299.52
Mammals,Taxidea_taxus,9000,38,2700
Mammals,Ailurus_fulgens,5740,37.6,878.22
Mammals,Bassariscus_sumichrasti,1280,38.8,633.6
Mammals,Nasua_narica,3670,38.6,1207.43
Mammals,Nasua_nasua,4000,36.4,992
Mammals,Potos_flavus,2343.3,36.07,795.9522
Mammals,Procyon_lotor,5075,38,1598.625
Mammals,Arctictis_binturong,14280,36.7,2284.8
Mammals,Arctogalidia_trivirgata,2010,36.2,552.75
Mammals,Fossa_fossana,2260,37.9,906.26
Mammals,Nandinia_binotata,4270,37.4,862.54
Mammals,Paradoxurus_hermaphroditus,3160,36.45,759.98
Mammals,Peropteryx_macrotis,5,34.4,11.55
Mammals,Saccopteryx_bilineata,7.8,35.5,14.508
Mammals,Hipposideros_galeritus,8.5,31.9,9.35
Mammals,Rhinonycteris_aurantius,8.27,36.1,16.2092
Mammals,Macroderma_gigas,148,37,139.12
Mammals,Eumops_perotis,56,32.6,39.76
Mammals,Molossus_molossus,15.6,31.4,22.464
Mammals,Tadarida_brasiliensis,16.9,36,20.28
Mammals,Mormoops_blainvilli,8.6,32,7.998
Mammals,Mormoops_megalophylla,16.5,36.9,24.42
Mammals,Pteronotus_davyi,9.4,38.8,15.322
Mammals,Pteronotus_parnellii,19.2,36.4,30.72
Mammals,Pteronotus_personatus,14,37.5,22.96
Mammals,Pteronotus_quadridens,4.9,31,6.125
Mammals,Natalus_tumidirostris,5.4,32.2,8.316
Mammals,Noctilio_albiventris,27,32,31.59
Mammals,Noctilio_leporinus,61,33.8,70.76
Mammals,Anoura_caudifera,11.5,36.5,42.665
Mammals,Artibeus_jamaicensis,45.2,36.4,76.84
Mammals,Artibeus_lituratus,70.1,37.3,107.954
Mammals,Carollia_perspicillata,14.9,36.4,43.061
Mammals,Chrotopterus_auritus,96.1,37.2,141.267
Mammals,Desmodus_rotundus,29.4,35,34.692
Mammals,Diaemus_youngi,36.6,31.1,37.332
Mammals,Diphylla_ecaudata,27.8,32.4,38.642
Mammals,Erophylla_bombifrons,16.1,32,17.71
Mammals,Glossophaga_soricina,9.6,35.5,29.376
Mammals,Koopmania_concolor,19.7,35.3,39.794
Mammals,Leptonycteris_curasoae,22,35.7,44
Mammals,Macrotus_californicus,11.7,35,14.625
Mammals,Monophyllus_redmani,8.7,34,11.136
Mammals,Phyllostomus_discolor,33.5,34.6,47.905
Mammals,Phyllostomus_hastatus,84.2,34.7,100.198
Mammals,Platyrrhinus_lineatus,21.9,36.4,44.895
Mammals,Rhinophylla_pumilio,9.5,34.7,18.62
Mammals,Sturnira_lilium,21.9,36.4,53.217
Mammals,Tonatia_bidens,27.4,37,55.074
Mammals,Uroderma_bilobatum,16.2,35.1,31.59
Mammals,Cynopterus_brachyotis,37.4,36.5,47.5
Mammals,Dobsonia_anderseni,241.4,36.4,174
Mammals,Dobsonia_minor,73.7,36.5,74.4
Mammals,Dobsonia_moluccensis,404.3,36.8,367.9
Mammals,Dobsonia_praedatrix,179.5,37.1,142.5
Mammals,Eonycteris_spelaea,51.6,34,48
Mammals,Macroglossus_minimus,15.9,36.2,18.5
Mammals,Melonycteris_melanops,53.3,34.9,43.3
Mammals,Nyctimene_albiventer,30.9,35.9,27.3
Mammals,Nyctimene_cyclotis,40.4,36,64.6
Mammals,Nyctimene_major,13.6,33,20.4
Mammals,Paranyctimene_raptor,23.6,33.8,24.5
Mammals,Pteropus_giganteus,562.2,36.7,290.7
Mammals,Pteropus_hypomelanus,520.8,35.7,290.1
Mammals,Pteropus_poliocephalus,598,36.5,316.9
Mammals,Pteropus_pumilus,194.2,36.1,126.4
Mammals,Pteropus_rodricensis,254.5,36.5,134.9
Mammals,Pteropus_scapulatus,362,37,242.54
Mammals,Pteropus_vampyrus,1024.3,36.9,804.1
Mammals,Rousettus_aegyptiacus,146,34.8,122.6
Mammals,Rousettus_amplexicaudatus,91.5,36.5,104.3
Mammals,Syconycteris_australis,15.9,35.9,21.85
Mammals,Chalinolobus_gouldii,17.5,31.1,25.2
Mammals,Eptesicus_fuscus,10.4,36,20.8
Mammals,Histiotus_velatus,11.2,30.5,15.68
Mammals,Miniopterus_gigas,107.2,35.6,94.336
Mammals,Miniopterus_schreibersi,10.91,37.7,25.9658
Mammals,Myotis_lucifuga,5.2,37,8.918
Mammals,Nyctophilus_geoffroyi,8,31.6,11.2
Mammals,Heterohyrax_brucei,2000,36.7,720
Mammals,Procavia_capensis,2400,37,660
Mammals,Procavia_habessinica,2250,38,900
Mammals,Procavia_johnstoni,2750,39,1178.654
Mammals,Chrysochloris_asiatica,44,33.95,51.48
Mammals,Eremitalpa_granti,20,33.58,10
Mammals,Atelerix_albiventris,450,35.2,148.5
Mammals,Echinosorex_gymnura,721.2,36.3,504.84
Mammals,Erinaceus_concolor,822.7,35.2,347.1794
Mammals,Erinaceus_europaeus,750,34,337.5
Mammals,Hemiechinus_auritus,400,33.75,152
Mammals,Hylomys_suillus,57.8,37.3,60.112
Mammals,Paraechinus_aethiopicus,450,34.19,112.5
Mammals,Condylura_cristata,49,37.7,110.25
Mammals,Neurotrichus_gibbsii,11.8,38.4,46.492
Mammals,Scalopus_aquaticus,48,36,67.68
Mammals,Geogale_aurita,6.9,30.8,7.728
Mammals,Microgale_cowani,12.2,33,31.964
Mammals,Microgale_dobsoni,44.6,30.9,56.4
Mammals,Microgale_talazaci,44,30.8,43.56
Mammals,Setifer_setosus,530,32.2,121.9
Mammals,Tenrec_ecaudatus,650,33,130.65
Mammals,Elephantulus_brachyrhynchus,45.3,37.5,43.70997
Mammals,Elephantulus_edwardii,50,37.6,54.5
Mammals,Elephantulus_intufi,46.49,37.2,51.99907
Mammals,Elephantulus_myurus,62.97,36.86,66.30741
Mammals,Elephantulus_rozeti,45.31,37.06,47.80205
Mammals,Elephantulus_rufescens,53,37.3,56.869
Mammals,Macroscelides_proboscideus,39,36.23,52.26
Mammals,Petrodromus_tetradactylus,206.11,37.5,179.5218
Mammals,Manis_crassicaudata,15910,33.4,1240.98
Mammals,Manis_javanica,4220,32.3,1105.64
Mammals,Manis_tetradactyla,1430,33,229.086
Mammals,Manis_pentadactyla,3637.5,33.41,667.845
Mammals,Manis_tricuspis,1365,32.58333333,276.003
Mammals,Aotus_trivirgatus,820,38,442
Mammals,Saimiri_sciureus,875,38,800.628
Mammals,Cercopithecus_mitis,8500,37.5,3391.5
Mammals,Colobus_guereza,10450,37,2978
Mammals,Erythrocebus_patas,3000,39.3,1068
Mammals,Papio_anubis,9500,37.27,2777.885
Mammals,Papio_ursinus,16900,37.03333333,5147
Mammals,Cheirogaleus_medius,300,38,195
Mammals,Eulemur_fulvus,2330,36.5,746
Mammals,Galago_senegalensis,171.5,37.85,137.2002
Mammals,Loris_tardigradus,284,35.5,128
Mammals,Nycticebus_coucang,1160,35.35,272.6
Mammals,Perodicticus_potto,964,36.05,326.6
Mammals,Tarsius_syrichta,113,33.8,76.7
Mammals,Agouti_paca,9156,37.2,2746.8
Mammals,Aplodontia_rufa,630,38,277.2
Mammals,Bathyergus_janetta,406,34.7,215.18
Mammals,Bathyergus_suillus,620,35.3,303.8
Mammals,Cryptomys_bocagei,94,33.7,69.56
Mammals,Cryptomys_damarensis,138,35.2,78.66
Mammals,Cryptomys_darlingi,60,33.3,58.8
Mammals,Cryptomys_hottentotus,75,34.4,67.5
Mammals,Cryptomys_hottentotus,79.5,34.95,55.455
Mammals,Cryptomys_mechowi,267,34,160.2
Mammals,Georychus_capensis,195,36.4,115.666
Mammals,Heliophobius_argentocinereus,88,35.1,74.8
Mammals,Heterocephalus_glaber,32,32.1,20.48
Mammals,Capromys_pilorides,2630,35.7,604.9
Mammals,Cavia_porcellus,629,39,346
Mammals,Dolichotis_salinicola,1613,38.4,725.9
Mammals,Galea_musteloides,322,37.3,264
Mammals,Kerodon_ruprestris,801,38.2,360.5
Mammals,Chinchilla_laniger,426,35.7,200.2
Mammals,Lagostomus_maximus,6784,36.8,1899.5
Mammals,Ctenomys_australis,340,37.3,116.62
Mammals,Ctenomys_fulvus,300,36.2,189
Mammals,Ctenomys_maulinus,215,36.2,187.1
Mammals,Ctenomys_opimus,214,36,109.7
Mammals,Ctenomys_peruanus,490,35.2,220.5
Mammals,Ctenomys_talarum,121,36.1,109.626
Mammals,Dasyprocta_azarae,3849,37.5,1886
Mammals,Dasyprocta_leporina,2687,38.3,1558.5
Mammals,Myoprocta_acouchy,914,35.4,502.7
Mammals,Dipus_sagitta?,160,36.8,121.1538
Mammals,Jaculus_jaculus,75,37.45,92.25
Mammals,Jaculus_orientalis,139,37,139.0002
Mammals,Napaeozapus_insignis,22,37,39.6
Mammals,Zapus_hudsonicus,23.8,37.3,35.7
Mammals,Proechimys_semispinosus,498,37.9,313.7
Mammals,Thrichomys_apereoides,323,37.6,206.7
Mammals,Coendou_prehensilis,3280,36.7,918.4
Mammals,Geomys_bursaris,197,35,137.9
Mammals,Geomys_pinetis,173,36.3,133.1534
Mammals,Thomomys_bottae,143,36,120.12
Mammals,Thomomys_talpoides,106.8,36.2,142.044
Mammals,Thomomys_umbrinus,85,34.6,72.25
Mammals,Chaetodipus_baileyi,29.1,32.5,34.5417
Mammals,Chaetodipus_californicus,22,38,21.34
Mammals,Chaetodipus_fallax,19.6,32.6,26.852
Mammals,Chaetodipus_hispidus,39.5,36.8,49.375
Mammals,Chaetodipus_intermedius,15,36,17.86525
Mammals,Dipodomys_agilis,60.6,37,63.63
Mammals,Dipodomys_deserti,106,36.8,92.22
Mammals,Dipodomys_merriami,36.5,37,42.4595
Mammals,Dipodomys_microps,57.2,35,66.924
Mammals,Dipodomys_ordii,46.8,34.6,64.2096
Mammals,Dipodomys_panamintinus,64.2,36.9,74.2794
Mammals,Heteromys_anomalus,69.3,36,100.485
Mammals,Heteromys_desmarestianus,75.8,33.8,99.1464
Mammals,Liomys_irroratus,48.1,37,53.872
Mammals,Liomys_salvani,43.8,37,46.866
Mammals,Microdipodops_megacephalus,11,32.8,30.173
Mammals,Microdipodops_pallidus,15.2,39.3,19.76
Mammals,Perognathus_flavus,8.3,34.6,17.3055
Mammals,Perognathus_longimembris,8.9,34.7,9.523
Mammals,Hydrochaeris_hydrochaeris,26385,37.1,6596.3
Mammals,Hystrix_africaeaustralis,11300,37.45,2361.702
Mammals,Abrothrix_longipilis,42.3,37.4,57.528
Mammals,Acomys_cahirinus,42,37.5,46.2
Mammals,Acomys_russatus,55.55,37.25,42.9
Mammals,Aethomys_namaquensis,64.2,36.82,56.7528
Mammals,Akodon_azarae,24,37.7,40.8
Mammals,Apodemus_flavicollis,23.9,36.7,43.259
Mammals,Apodemus_hermonensis,20.5,37,50.02
Mammals,Apodemus_mystacinus,40.4,35.5,56.0348
Mammals,Apodemus_sylvaticus,23.9,36.7,43.259
Mammals,Arborimus_longicaudus,21.8,37.3,58.86
Mammals,Arvicola_terrestris,92,37.5,106.6813
Mammals,Auliscomys_micropus,62.3,37.4,97.811
Mammals,Baiomys_taylori,7.15,36,17.0886
Mammals,Calomys_musculinus,16.9,36.2,27.59772
Mammals,Calomys_venustus,50.1,37.05,74.7
Mammals,Cannomys_badius,344,36,172
Mammals,Chelemys_macronyx,62,36.8,84.32
Mammals,Chroeomys_anadinus,34.6,37.7,64.702
Mammals,Chroeomys_olivaceus,27,37.2,49.41
Mammals,Clethrionomys_californicus,18.3,37.5,61.122
Mammals,Clethrionomys_gapperi,22.3,37.9,49.33938
Mammals,Cricetomys_gambianus,1870,35.6,1140.7
Mammals,Cricetulus_migratorius,30.7,38.1,43.901
Mammals,Cricetus_cricetus,362,39.5,231.6798
Mammals,Desmodillus_auricularis,71.93,35.86,87.7546
Mammals,Dicrostonyx_groenlandicus,59.62,38.4,98.84996
Mammals,Eligmodontia_typus,17.5,36.4,29.925
Mammals,Gerbillurus_paeba,33.9,38.7,34.8153
Mammals,Gerbillurus_setzeri,46.1,37.6,37.0183
Mammals,Gerbillurus_tytonis,29.9,36.9,31.694
Mammals,Gerbillurus_vallinus,38.8,37.4,34.7648
Mammals,Gerbillus_allenybi,35.3,36.3,38.83
Mammals,Gerbillus_dasyurus,27.6,38.6,29.256
Mammals,Gerbillus_gerbillus,29.7,37.2,42.471
Mammals,Gerbillus_nanus,28.4,38.8,22.152
Mammals,Gerbillus_pusillus,12.6,34.6,13.482
Mammals,Gerbillus_pyramidum,108.5,36.1,81.375
Mammals,Graomys_griseoflavus,69.4,36.1,83.974
Mammals,Hydromys_chrysogaster,900,36.6,528.3
Mammals,Isthmomys_pirrensis,137.9,37.6,121.3518
Mammals,Lagurus_curtatus,30.3,37.1,50.298
Mammals,Lemmus_lemmus,80,37.8,192
Mammals,Lemmus_sibericus,50.2,38.3,90.19267
Mammals,Lemniscomys_griselda,47.5,36.9,57.6175
Mammals,Lemniscomys_rosalia,50.53,36.5,61.473
Mammals,Malacothrix_typica,21.7,37,20.615
Mammals,Maresomys_boliviensis,76.8,36.3,110.592
Mammals,Mastomys_natalensis,41.5,38,32.785
Mammals,Megadontomys_thomasi,110.8,37.8,124.0962
Mammals,Meriones_hurriane,69,36.1,54.51
Mammals,Meriones_tristrami,112,36.5,98.56
Mammals,Meriones_unguiculatus,67,38.2,77.0502
Mammals,Mesocricetus_auratus,98,38.1,147
Mammals,Micromys_minutus,7.37,38,21.078
Mammals,Microtus_agrestis,28,37.6,63.6
Mammals,Microtus_arvalis,20,37,61.9998
Mammals,Microtus_brandti,40.2,36.2,76.782
Mammals,Microtus_breweri,53.1,37.3,73.809
Mammals,Microtus_californicus,44,38.8,68.2
Mammals,Microtus_guentheri,43.8,38.3,80.154
Mammals,Microtus_longicaudus,28.6,38,67.52075
Mammals,Microtus_mexicanus,28.8,37.9,46.944
Mammals,Microtus_montanus,35.1,35.3,83.33406
Mammals,Microtus_ochrogaster,46.7,37.93333333,79.07867
Mammals,Microtus_oeconomus,33.7,38.4,100.9315
Mammals,Microtus_pennsylvanicus,38.9,38.5,75.077
Mammals,Microtus_pinetorum,25.5,38.3,58.395
Mammals,Microtus_richardsoni,65.65,38.7,128.0175
Mammals,Microtus_xanthognathus,68.5,38,98.64
Mammals,Mus_minutoides,8.06,36.3,24.0188
Mammals,Myopus_schisticolor,26.4,39,93.456
Mammals,Mystromys_albicaudatus,93.78,33,126.7908
Mammals,Nannospalax_ehrenbergi,138,34.9,118.68
Mammals,Nannospalax_ehrenbergi,134,35.8,101.84
Mammals,Nannospalax_ehrenbergi,135,36,114.75
Mammals,Nannospalax_ehrenbergi,134,35.5,82.832
Mammals,Nannospalax_leucodon,201,36.3,148.74
Mammals,Neofiber_alleni,258.1,37.1,216.804
Mammals,Neotoma_fuscipes,187,36.6,147.73
Mammals,Neotoma_lepida,110,36.8,86.9
Mammals,Notomys_alexis,32.3,38,45.22
Mammals,Notomys_cervinus,34.2,38.45,41.724
Mammals,Ochrotomys_nuttalli,19.5,36.38,27.105
Mammals,Oligoryzomys_longicaudatus,28.2,37.3,51.042
Mammals,Ondatra_zibethicus,1004.6,37.4,642.944
Mammals,Otomys_irroratus,102,37.6,84.864
Mammals,Otomys_sloggetti,113.29,38,133.6822
Mammals,Otomys_unisulcatus,96,34.8,106.56
Mammals,Oxymycterus_roberti,83.5,38.25,91.015
Mammals,Parotomys_brantsii,86.5,35.1,83.905
Mammals,Peromyscus_californicus,47.6,36.4,52.36
Mammals,Peromyscus_californicus,45.5,36,45.5
Mammals,Peromyscus_californicus,49.6,36.4,58.032
Mammals,Peromyscus_crinitus,15.9,35.7,25.122
Mammals,Peromyscus_eremicus,21.5,36.6,33.11
Mammals,Peromyscus_gossypinus,21.5,37.5,36.9798
Mammals,Peromyscus_leucopus,20,36.7,33.2
Mammals,Peromyscus_leucopus,26,37.5,57.2
Mammals,Peromyscus_maniculatus,22.8,36.55,36.88038
Mammals,Peromyscus_maniculatus,23.19,37.2,46.1481
Mammals,Peromyscus_maniculatus,19.53,36.3,39.8412
Mammals,Peromyscus_maniculatus,19.1,36.8,38.964
Mammals,Peromyscus_maniculatus,18.93,35.9,39.3744
Mammals,Peromyscus_maniculatus,20.38,36.7,37.4992
Mammals,Peromyscus_oreas,24.58,36.2,43.5066
Mammals,Peromyscus_sitkensis,28.3,36,46.7445
Mammals,Peromyscus_truei,33.3,36.4,62.604
Mammals,Peromyscus_truei,33.2,36.7,50.796
Mammals,Phenacomys_intermedius,21.5,37.9,67.295
Mammals,Phodopus_sungorus,25.7,36.1,40.863
Mammals,Phyllotis_darwini,59,36.2,71.39
Mammals,Phyllotis_darwini,36,37.1,45.36
Mammals,Phyllotis_xanthopygus,55,37.3,56.65
Mammals,Pseudomys_gracilicaudatus,79.8,36.8,83.79
Mammals,Pseudomys_hermannsburgensis,12.2,37.75,23.3022
Mammals,Rattus_fuscipes,76,37.45,84.36
Mammals,Rattus_lutreolis,109,36.7,63.2202
Mammals,Rattus_villosissimus,250.6,35.9,145.8492
Mammals,Reithrodontomys_megalotis,9,36.8,22.5
Mammals,Rhabdomys_pumilio,39.6,37,32.076
Mammals,Saccostomus_campestris,61.3,35.25,51.492
Mammals,Scotinomys_teguina,12,37.6,31.2
Mammals,Scotinomys_xerampelinus,15.2,36.2,31.92
Mammals,Sekeetamys_calurus,56.9,37.5,44.382
Mammals,Sigmodon_hispidus,139.3,38.1,230.4024
Mammals,Steatomys_pratensis,37.54,34.1,18.7698
Mammals,Tachyoryctes_splendens,191,35.9,150.89
Mammals,Tatera_afra,106.5,34,182.115
Mammals,Tatera_leucogaster,157.62,35.08,132.5584
Mammals,Thallomys_paedulcus,132.4,36.715,87.26808
Mammals,Myoxus_glis,200,37.7,158
Mammals,Muscardenis_avellanarius,23.5,35.8,62.98
Mammals,Aconaemys_fuscus,112,37.3,120.96
Mammals,Octodon_degus,192.9625,37.6,170.244
Mammals,Octodontomys_gliroides,152,37.2,130.7
Mammals,Octomys_mimax,118.6,36.7,115.042
Mammals,Spalacopus_cyanus,135,36.45,106.8
Mammals,Tympanoctomys_barrerae,71.4,35.7,77.112
Mammals,Pedetes_capensis,2300,35.9,793.5
Mammals,Ammospermophilus_leucurus,95.7,37.5,93.882
Mammals,Cynomys_ludovicanus,1112.3,36.7,422.6742
Mammals,Funisciurus_congicus,112.3,39.275,95.454
Mammals,Glaucomys_volans,64.25,39,67.4625
Mammals,Marmota_flaviventris,4295,36.5,1546.2
Mammals,Marmota_monax,2650,37,662.502
Mammals,Paraxerus_cepapi,223.6,39.07,145.34
Mammals,Paraxerus_palliatus,366.6,39.3,260.286
Mammals,Paraxerus_palliatus,206,38.805,175.1
Mammals,Sciurus_aberti,624,40.7,430.56
Mammals,Sciurus_carolinensis,440,38.7,369.6
Mammals,Spermophilus_armatus,320,35.73333333,147.2
Mammals,Spermophilus_beecheyi,599.6,37.6,317.7882
Mammals,Spermophilus_beldingi,303,35.5,127.26
Mammals,Spermophilus_citellus,240,37.5,228
Mammals,Spermophilus_lateralis,237,36.3,143.4
Mammals,Spermophilus_mohavensis,240,37,112.8
Mammals,Spermophilus_parryi,650,37,520
Mammals,Spermophilus_richardsoni,274,35.45,131.52
Mammals,Spermophilus_spilosoma,174,36.13333333,92.22
Mammals,Spermophilus_tereticaudus,167,36.3,93.52
Mammals,Spermophilus_townsendii,229,35.575,105.34
Mammals,Spermophilus_tridecemlineatus,205.4,35.7,140.4414
Mammals,Spermophilus_undulatus,680,38,667.08
Mammals,Tamias_amoenus,57.1,37,96.2706
Mammals,Tamias_merriami,75,37,78.75
Mammals,Tamias_minimus,45.8,37,72.7302
Mammals,Tamias_striatus,87.4,38.15,90.022
Mammals,Tamiasciurus_hudsonicus,228.3,38.65,254.5545
Mammals,Xerus_inauris,542,36.8,326.284
Mammals,Xerus_princeps,602,37.6,340.13
Mammals,Pltilocerus_lowii,58,36.5,43.5
Mammals,Tupaia_glis,123,37,93.48
Mammals,Orycteropus_afer,48000,34.5,6144
Mammals,Bradypus_variegatus,3790,33,685.992
Mammals,Cabassous_centralis,4330,33.6,916.8
Mammals,Chaetophractus_nationi,2150,35.5,559
Mammals,Chaetophractus_vellerosus,1110,34.4,306.36
Mammals,Chaetophractus_villosus,4540,35.1,808.12
Mammals,Dasypus_novemcinctus,3510,34.5,865.215
Mammals,Euphractus_sexcinctus,8190,34.2,1236.69
Mammals,Priodontes_maximus,45190,33.6,3027.73
Mammals,Tolypeutes_matacus,1160,33,209.96
Mammals,Zaedyus_pichi,1740,35.2,393.24
Mammals,Choloepus_hoffmanni,3770,34.4,603.2
Mammals,Cyclopes_didactylus,240,33,114.48
Mammals,Myrmecophaga_tridactyla,30600,32.52,2607.12
Mammals,Tamandua_mexicana,3977,31.95,991.5156
Mammals,Tamandua_tetradactyla,3500,33.5,898.8
Mammals,Antechinomys_laniger,25.8,35.75,25.284
Mammals,Antechinus_flavipes,46.5,35,45.105
Mammals,Antechinus_stuartii,28.2,35.06666667,33.78589
Mammals,Antechinus_swainsoni,66.9,36.025,63
Mammals,Dasycercus_cristicaudata,101,36.85,51.005
Mammals,Dasyuroides_byrnei,91.7,35.18333333,71.70747
Mammals,Dasyurus_geoffroyi,1354,36.2,568.68
Mammals,Dasyurus_hallucatus,558,35.9,243.009
Mammals,Dasyurus_maculatus,1782,36.9,588.06
Mammals,Dasyurus_viverrinus,982,35.9,396.237
Mammals,Ningaui_yvonnae,11.6,34.4,15.66
Mammals,Phascogale_tapoatafa,157,37.4,127.17
Mammals,Planigale_gilesi,9.1,35.1,6.981333
Mammals,Planigale_maculata,10.8,34.5,12
Mammals,Planigale_tenuirostris,7.1,34.5,11.289
Mammals,Pseudantechinus_macdonnellensis,43.1,34.2,27.153
Mammals,Sarcophilus_harrisii,5775,35.75,1325.363
Mammals,Sminthopsis_crassicaudata,16.4,35.16,25.09556
Mammals,Sminthopsis_macroura,19.35,33.3,22.54275
Mammals,Sminthopsis_murina,19,35,21.47
Mammals,Myrmecobius_fasciatus,400,32.5,142.4
Mammals,Caluromys_derbianus,329,35,225.0225
Mammals,Chironectes_minimus,935,34.95,456.5033
Mammals,Didelphis_marsupialis,1165,35,570.605
Mammals,Didelphis_virginiana,2488,34.96666667,831.9328
Mammals,Lutreolina_crassicaudata,812,35.8,406
Mammals,Philander_opossum,751,35.8,337.95
Mammals,Gracilinanus_microtarsus,13,35,18.72
Mammals,Marmosa_robinsoni,122,34,97.6
Mammals,Metachirus_nudicaudatus,336,35,204.96
Mammals,Monodelphis_brevicaudata,75.5,33.65,56.51175
Mammals,Monodelphis_domestica,104,32.6,60.008
Mammals,Acrobates_pygmaeus,14,34.7,15.12
Mammals,Burramys_parvus,44.3,36.1,36.769
Mammals,Cercartetus_conncinnus,18.6,34.4,22.32
Mammals,Cercartetus_lepidus,12.6,33.7,18.774
Mammals,Cercartetus_nanus,70,35.6,60.2
Mammals,Petaurus_breviceps,127,35.86666667,89.93978
Mammals,Spilocuscus_maculatus,4250,34.7,1143.25
Mammals,Trichosurus_vulpecula,2005,36,731.6425
Mammals,Phascolarctos_cinereus,4765,35.8,1034.005
Mammals,Bettongia_gaimardi,1385,35.6,641.255
Mammals,Bettongia_penicillata,1018,37.2,561.427
Mammals,Potorous_tridactylus,976,35.85,416.4267
Mammals,Aepyprimnus_rufescens,2820,36.5,1071.6
Mammals,Petauroides_volans,1141,35.4,573.923
Mammals,Pseudocheirus_occidentalis,861,36.5,408.975
Mammals,Pseudocheirus_peregrinus,916,37.4,430.5198
Mammals,Tarsipes_rostratus,10,36.6,29
Mammals,Lasiorhinus_latifrons,29917,35.3,2991.7
Mammals,Notoryctes_caurinus,34,30.8,21.42
Mammals,Echymipera_kalabu,695,35,340.55
Mammals,Echymipera_rufescens,616,34.6,301.84
Mammals,Echymipera_rufescens,1276,35.2,541.024
Mammals,Isoodon_auratus,428,33.8,149.8
Mammals,Isoodon_macrourus,1551,35.9,573.87
Mammals,Isoodon_obesulus,717,33.9,222.27
Mammals,Macrotis_lagotis,1294,35,449.665
Mammals,Perameles_gunni,837,35.2,420.174
Mammals,Perameles_nasuta,645,36.1,316.05
Mammals,Ornithorhynchus_anatinus,693,34,194.04
Mammals,Zaglossus_bruijni,10300,30.8,1215.4
Mammals,Tachyglossus_aculeatus,2725,30.7,430.55
Mammals,Tachyglossus_setosus,3580,30,547.74
Birds,Podargus_strigoides,341,37.8,201.19
Birds,Psaltriparus_minimus,5.5,40.2,21.78
Birds,Strix_occidentalis,571,39.8,479.64
Birds,Bubo_virginianus,1000,39.9,590
Birds,Pica_nuttalli,151.9,39.4,263.0817
Birds,Pica_pica,158.9,39.5,214.017
Birds,Chordeiles_minor,72.5,37,79.75
Birds,Otus_trichopsis,99.8,37,65.868
Birds,Sephanoides_sephanoides,5.74,36.5,18.1958
Birds,Zosterops_lateralis,11.78,36.9,28.6254
Birds,Colius_striatus,51.2,36,42.5472
Birds,Colius_colius,35.1,36.3,31.7655
Birds,Amadina_erythrocephala,21.5,39.6,37.625
Birds,Coereba_flaveola,10,40.6,38.5
Birds,Sialia_mexicana,27.5,40.4,75.62189
Birds,Bonusa_umbellus,644,41.5,386.4
Birds,Parus_atricapillus,10.3,38.25,42.57333
Birds,Ptilinopus_superbus,120.4,38.1,138.9692
Birds,Ptilinopus_melanospila,94,41.75800995,90.9602
Birds,Geopelia_cuneata,39,38.1,47.61194
Birds,Geopilia_placida,52,38.9,63.58209
Birds,Chalcophaps_indica,124,39.3,142.0398
Birds,Ocyphaps_lophotes,187,38.7,194.3284
Birds,Phaps_elegans,190,39,221.7413
Birds,Phaps_chalcoptera,304,39.4,273.9303
Birds,Leucosarcia_melanoleuca,445,38.7,303.5323
Birds,Columba_leucomela,456,38.5,436.4677
Birds,Phylidonyris_melanops,18.8,40.2,52.452
Birds,Melithreptus_lunatus,14.3,40.2,44.616
Birds,Falco_sparverius,116,40.2,118.5485
Birds,Buteo_lineatus,658,40.3,377.9473
Birds,Pandion_haliaetus,1495,39,988.8421
Birds,Psittirostra_bailleui,36,39.4,82.98269
Birds,Himatione_sanguinea,14.5,40.95,57.13
Birds,Miafra_erythrocephalus,27.3,40.8,74.62687
Birds,Geophaps_plumifera,89,40.5,75.65
Birds,Coturnix_pectoralis,95.8,41.6,114.96
Birds,Lonchura_fuscans,9.5,38.9,17.765
Birds,Phalacrocorax_auritus,1330,40.2,984.2
Birds,Anhinga_anhinga,1040,39.1,572
Birds,Icterus_galbula,37.5,40,90
Birds,Manacus_vitellinus,15.5,37.9,41.69
Birds,Pipra_mentalis,12.3,37.9,34.91
Birds,Amphispiza_bilineata,11.6,40.772,35.94269
