"","Class","Species","Activity","LogM","LogMR","Ta","MR","M","Applied.stress","No","Dataset","Respiration","Habitat","Habitat2","Respiration2","Individual","bmkleur","Tkleur"
"5888","fish","Salmo trutta trutta","RMR",2.75204844781944,1.54149889117864,10,34.7935619314206,565,"none specified",8703,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salmo trutta trutta 565",2,1
"5889","fish","Salmo trutta trutta","RMR",2.75966784468963,1.24808829238485,10,17.704688593422,575,"none specified",8704,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salmo trutta trutta 575",2,1
"5890","fish","Salmo trutta trutta","RMR",2.75966784468963,1.58235922118751,10,38.2260321903429,575,"none specified",8705,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salmo trutta trutta 575",2,1
"5891","fish","Salmo trutta trutta","RMR",2.77815125038364,1.33912236522747,10,21.8334499650105,600,"none specified",8706,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salmo trutta trutta 600",2,1
"5892","fish","Salmo trutta trutta","RMR",2.78175537465247,1.3427264894963,10,22.0153953813856,605,"none specified",8707,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salmo trutta trutta 605",2,1
"5893","fish","Salmo trutta trutta","RMR",2.78887511577542,1.38203091399065,10,24.1007697690693,615,"none specified",8708,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salmo trutta trutta 615",2,1
"5894","fish","Salvelinus alpinus","RMR",2.32221929473392,1.07027705293489,15,11.7564730580826,210,"none specified",8709,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus alpinus 210",2,2
"5895","fish","Salvelinus alpinus","MMR",2.32221929473392,1.96996079123492,15,93.3170048985304,210,"none specified",8710,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus alpinus 210",2,2
"5896","fish","Salvelinus fontinalis","MMR",0.301029995663981,-0.221544940942265,9.5,0.600419874037789,2,"none specified",8711,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 2",1,1
"5899","fish","Salvelinus fontinalis","MMR",0.698970004336019,-0.0344582975851204,5,0.923722883135059,5,"none specified",8714,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 5",1,1
"5900","fish","Salvelinus fontinalis","MMR",0.698970004336019,-0.0135824553905029,5,0.969209237228831,5,"none specified",8715,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 5",1,1
"5903","fish","Salvelinus fontinalis","MMR",0.698970004336019,0.106230640001523,10,1.27711686494052,5,"none specified",8718,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 5",1,1
"5904","fish","Salvelinus fontinalis","MMR",0.698970004336019,0.139433997370623,10,1.37858642407278,5,"none specified",8719,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 5",1,1
"5907","fish","Salvelinus fontinalis","MMR",0.698970004336019,0.243775501412294,15,1.75297410776767,5,"none specified",8722,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 5",1,2
"5908","fish","Salvelinus fontinalis","MMR",0.698970004336019,0.278737605133896,15,1.8999300209937,5,"none specified",8723,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 5",1,2
"5911","fish","Salvelinus fontinalis","MMR",0.698970004336019,0.400666665927931,20,2.51574527641707,5,"none specified",8726,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 5",1,2
"5912","fish","Salvelinus fontinalis","MMR",0.698970004336019,0.447027762536992,20,2.79916025192442,5,"none specified",8727,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 5",1,2
"5914","fish","Salvelinus fontinalis","MMR",1.17609125905568,0.406665303863023,5,2.55073477956613,15,"none specified",8729,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 15",2,1
"5916","fish","Salvelinus fontinalis","MMR",1.17609125905568,0.539572970142598,10,3.46396081175647,15,"none specified",8731,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 15",2,1
"5918","fish","Salvelinus fontinalis","MMR",1.17609125905568,0.644308320662611,15,4.40867739678097,15,"none specified",8733,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 15",2,2
"5920","fish","Salvelinus fontinalis","MMR",1.17609125905568,0.768470838151134,20,5.86773967809657,15,"none specified",8735,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 15",2,2
"5921","fish","Salvelinus fontinalis","MMR",1.20411998265592,0.601755969977148,9.5,3.99720083974808,16,"none specified",8736,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 16",2,1
"5922","fish","Salvelinus fontinalis","RMR",1.3654879848909,0.511485751763911,20,3.24702589223233,23.2,"none specified",8737,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 23.2",2,2
"5923","fish","Salvelinus fontinalis","MMR",1.39794000867204,0.69927381301011,9.5,5.00349895031491,25,"none specified",8738,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 25",2,1
"5925","fish","Salvelinus fontinalis","MMR",1.65321251377534,0.836636778588978,5,6.86494051784465,45,"none specified",8740,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 45",2,1
"5927","fish","Salvelinus fontinalis","MMR",1.65321251377534,0.927932564986781,10,8.47095871238628,45,"none specified",8742,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 45",2,1
"5929","fish","Salvelinus fontinalis","MMR",1.65321251377534,1.02581018585571,15,10.6123163051085,45,"none specified",8744,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 45",2,2
"5931","fish","Salvelinus fontinalis","MMR",1.65321251377534,1.12142957538227,20,13.2260321903429,45,"none specified",8746,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 45",2,2
"5955","fish","Salvelinus fontinalis","MMR",2.10720996964787,1.63702310250131,15,43.3533939818055,128,"none specified",8770,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 128",2,2
"5958","fish","Salvelinus fontinalis","MMR",2.13033376849501,1.2933648746668,5,19.6501049685094,135,"none specified",8773,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 135",2,1
"5959","fish","Salvelinus fontinalis","MMR",2.13033376849501,1.31574565454415,5,20.6892932120364,135,"none specified",8774,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 135",2,1
"5962","fish","Salvelinus fontinalis","MMR",2.13033376849501,1.35911690568447,10,22.8621413575927,135,"none specified",8777,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 135",2,1
"5963","fish","Salvelinus fontinalis","MMR",2.13033376849501,1.37842206087985,10,23.9013296011197,135,"none specified",8778,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 135",2,1
"5966","fish","Salvelinus fontinalis","MMR",2.13033376849501,1.42400785960912,15,26.5465360391882,135,"none specified",8781,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 135",2,2
"5967","fish","Salvelinus fontinalis","MMR",2.13033376849501,1.46385225620448,15,29.0972708187544,135,"none specified",8782,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 135",2,2
"5970","fish","Salvelinus fontinalis","MMR",2.13033376849501,1.47498862232244,20,29.853044086774,135,"none specified",8785,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 135",2,2
"5971","fish","Salvelinus fontinalis","MMR",2.13033376849501,1.50034634674088,20,31.6480055983205,135,"none specified",8786,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 135",2,2
"5979","fish","Salvelinus fontinalis","MMR",2.17609125905568,1.39397103323482,20,24.7725682295311,150,"none specified",8794,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 150",2,2
"5980","fish","Salvelinus fontinalis","MMR",2.2148438480477,1.58355808606829,10,38.331700489853,164,"none specified",8795,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 164",2,1
"5981","fish","Salvelinus fontinalis","MMR",2.2148438480477,1.64639892392848,15,44.2995101469559,164,"none specified",8796,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 164",2,2
"5982","fish","Salvelinus fontinalis","MMR",2.2148438480477,1.5770075172067,20,37.7578726382085,164,"none specified",8797,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 164",2,2
"5986","fish","Salvelinus fontinalis","MMR",2.23299611039215,1.3474768258191,15,22.257522743177,171,"none specified",8801,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 171",2,2
"5995","fish","Salvelinus fontinalis","MMR",2.60745502321467,1.7003960607855,5,50.1644506648006,405,"none specified",8810,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 405",2,1
"5997","fish","Salvelinus fontinalis","MMR",2.60745502321467,1.75561885184419,10,56.9664100769769,405,"none specified",8812,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 405",2,1
"5999","fish","Salvelinus fontinalis","MMR",2.60745502321467,1.80844865161682,15,64.335199440168,405,"none specified",8814,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 405",2,2
"6001","fish","Salvelinus fontinalis","MMR",2.60745502321467,1.83802906802201,20,68.8698390482855,405,"none specified",8816,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 405",2,2
"6022","fish","Salvelinus fontinalis","MMR",3,2.09048043902318,5,123.163051084675,1000,"none specified",8837,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 1000",2,1
"6023","fish","Salvelinus fontinalis","MMR",3,2.1050391591941,5,127.361791462561,1000,"none specified",8838,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 1000",2,1
"6026","fish","Salvelinus fontinalis","MMR",3,2.09294103757084,10,123.862841147656,1000,"none specified",8841,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 1000",2,1
"6027","fish","Salvelinus fontinalis","MMR",3,2.11213949961204,10,129.461161651505,1000,"none specified",8842,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 1000",2,1
"6030","fish","Salvelinus fontinalis","MMR",3,2.13722384256551,15,137.158852344297,1000,"none specified",8845,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 1000",2,2
"6031","fish","Salvelinus fontinalis","MMR",3,2.19907621035643,15,158.15255423373,1000,"none specified",8846,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 1000",2,2
"6034","fish","Salvelinus fontinalis","MMR",3,2.14599776687301,20,139.958012596221,1000,"none specified",8849,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 1000",2,2
"6035","fish","Salvelinus fontinalis","MMR",3,2.17334737464777,20,149.055283414975,1000,"none specified",8850,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus fontinalis 1000",2,2
"6044","fish","Salvelinus namaycush","MMR",0.763427993562937,0.229572046547002,15,1.69657102869139,5.8,"none specified",8859,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 5.8",1,2
"6050","fish","Salvelinus namaycush","MMR",1.44247976906445,0.685387548945516,9.5,4.84604618614416,27.7,"none specified",8865,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,1
"6051","fish","Salvelinus namaycush","MMR",1.44247976906445,0.671262906253909,9.6,4.69097270818754,27.7,"none specified",8866,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,1
"6052","fish","Salvelinus namaycush","MMR",1.44247976906445,0.687121261754516,9.6,4.86543037088873,27.7,"none specified",8867,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,1
"6053","fish","Salvelinus namaycush","MMR",1.44247976906445,0.717199820275886,9.6,5.21434569629111,27.7,"none specified",8868,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,1
"6054","fish","Salvelinus namaycush","MMR",1.44247976906445,0.81764723847656,11.8,6.57123862841148,27.7,"none specified",8869,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6060","fish","Salvelinus namaycush","MMR",1.44247976906445,0.740765880320516,12,5.50510846745976,27.7,"none specified",8875,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6061","fish","Salvelinus namaycush","MMR",1.44247976906445,0.775998256773923,12,5.9703289013296,27.7,"none specified",8876,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6062","fish","Salvelinus namaycush","MMR",1.44247976906445,0.805961480151366,12,6.39678096571029,27.7,"none specified",8877,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6068","fish","Salvelinus namaycush","MMR",1.44247976906445,0.815077441144817,13.9,6.53247025892232,27.7,"none specified",8883,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6069","fish","Salvelinus namaycush","MMR",1.44247976906445,0.831515584623754,13.9,6.78446466060182,27.7,"none specified",8884,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6073","fish","Salvelinus namaycush","MMR",1.44247976906445,0.820201919265976,14,6.61000699790063,27.7,"none specified",8888,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6074","fish","Salvelinus namaycush","MMR",1.44247976906445,0.897041949498698,15.1,7.88936319104269,27.7,"none specified",8889,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6075","fish","Salvelinus namaycush","MMR",1.44247976906445,0.911729636109147,15.1,8.16074177746676,27.7,"none specified",8890,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6082","fish","Salvelinus namaycush","MMR",1.44247976906445,0.787134622891882,16,6.12540237928621,27.7,"none specified",8897,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6083","fish","Salvelinus namaycush","MMR",1.44247976906445,0.903397591929879,16,8.00566829951015,27.7,"none specified",8898,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6086","fish","Salvelinus namaycush","MMR",1.44247976906445,0.914813396866211,16.1,8.21889433170049,27.7,"none specified",8901,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6090","fish","Salvelinus namaycush","MMR",1.44247976906445,0.857990480155376,18,7.2109167249825,27.7,"none specified",8905,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6091","fish","Salvelinus namaycush","MMR",1.44247976906445,0.888420435960226,18,7.73428971308607,27.7,"none specified",8906,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6092","fish","Salvelinus namaycush","MMR",1.44247976906445,0.909661563239774,18,8.12197340797761,27.7,"none specified",8907,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6093","fish","Salvelinus namaycush","MMR",1.44247976906445,0.878512147299978,18.2,7.55983205038488,27.7,"none specified",8908,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,2
"6098","fish","Salvelinus namaycush","MMR",1.44247976906445,0.843750041040766,21,6.97830650804759,27.7,"none specified",8913,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,3
"6099","fish","Salvelinus namaycush","MMR",1.44247976906445,0.842541988851797,21.1,6.95892232330301,27.7,"none specified",8914,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,3
"6104","fish","Salvelinus namaycush","MMR",1.44247976906445,0.825266635346752,22.1,6.68754373687894,27.7,"none specified",8919,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 27.7",2,3
"6107","fish","Salvelinus namaycush","MMR",1.91803033678488,1.18624398193072,9.4,15.3547935619314,82.8,"none specified",8922,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,1
"6110","fish","Salvelinus namaycush","MMR",1.91803033678488,1.18950936935849,9.5,15.4706787963611,82.8,"none specified",8925,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,1
"6111","fish","Salvelinus namaycush","MMR",1.91803033678488,1.20704290391199,9.6,16.1080475857243,82.8,"none specified",8926,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,1
"6118","fish","Salvelinus namaycush","MMR",1.91803033678488,1.21015613933613,12,16.223932820154,82.8,"none specified",8933,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6119","fish","Salvelinus namaycush","MMR",1.91803033678488,1.23134543840607,12,17.0351294611616,82.8,"none specified",8934,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6120","fish","Salvelinus namaycush","MMR",1.91803033678488,1.25295658741874,12,17.9042687193842,82.8,"none specified",8935,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6121","fish","Salvelinus namaycush","MMR",1.91803033678488,1.25575849702075,12,18.0201539538139,82.8,"none specified",8936,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6122","fish","Salvelinus namaycush","MMR",1.91803033678488,1.26405737021166,12,18.3678096571029,82.8,"none specified",8937,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6124","fish","Salvelinus namaycush","MMR",1.91803033678488,1.1943618721529,13.9,15.6445066480056,82.8,"none specified",8939,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6125","fish","Salvelinus namaycush","MMR",1.91803033678488,1.24156460358775,13.9,17.4407277816655,82.8,"none specified",8940,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6129","fish","Salvelinus namaycush","MMR",1.91803033678488,1.19756701202811,14,15.7603918824353,82.8,"none specified",8944,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6130","fish","Salvelinus namaycush","MMR",1.91803033678488,1.20233080182417,14,15.9342197340798,82.8,"none specified",8945,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6133","fish","Salvelinus namaycush","MMR",1.91803033678488,1.34278170461072,15.6,22.0181945416375,82.8,"none specified",8948,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6136","fish","Salvelinus namaycush","MMR",1.91803033678488,1.34163731796198,15.9,21.9602519244227,82.8,"none specified",8951,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6141","fish","Salvelinus namaycush","MMR",1.91803033678488,1.34619688196253,16,22.192022393282,82.8,"none specified",8956,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6147","fish","Salvelinus namaycush","MMR",1.91803033678488,1.2501364834711,18,17.7883834849545,82.8,"none specified",8962,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6148","fish","Salvelinus namaycush","MMR",1.91803033678488,1.34392308366953,18,22.0761371588523,82.8,"none specified",8963,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6149","fish","Salvelinus namaycush","MMR",1.91803033678488,1.35406271502041,18,22.5976207137859,82.8,"none specified",8964,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6150","fish","Salvelinus namaycush","MMR",1.91803033678488,1.35628417501437,18,22.7135059482155,82.8,"none specified",8965,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6151","fish","Salvelinus namaycush","MMR",1.91803033678488,1.32529097245038,19.8,21.149055283415,82.8,"none specified",8966,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6155","fish","Salvelinus namaycush","MMR",1.91803033678488,1.18460203486374,20,15.2968509447166,82.8,"none specified",8970,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,2
"6159","fish","Salvelinus namaycush","MMR",1.91803033678488,1.29829222803668,20.4,19.8743177046886,82.8,"none specified",8974,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Salvelinus namaycush 82.8",2,3
"6168","fish","Sarda chiliensis lineolata","RMR",3.40312052117582,3.48462555387354,22,3052.28831350595,2530,"none specified",8983,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Sarda chiliensis lineolata 2530",3,3
"6169","fish","Sarotherodon galilaeus galilaeus","RMR",2.45178643552429,1.14185224674758,26,13.8628411476557,283,"none specified",8984,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Sarotherodon galilaeus galilaeus 283",2,3
"6170","fish","Sarotherodon galilaeus galilaeus","RMR",2.45178643552429,1.33814689189154,26,21.7844646606018,283,"none specified",8985,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Sarotherodon galilaeus galilaeus 283",2,3
"6175","fish","Scardinius erythrophthalmus","RMR",1.72427586960079,0.905703374658348,20,8.04828551434569,53,"none specified",8990,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scardinius erythrophthalmus 53",2,2
"6176","fish","Scopelengys tristis","RMR",1.69722934275972,-0.343859533724416,5,0.453044086773968,49.8,"none specified",8991,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scopelengys tristis 49.8",2,1
"6177","fish","Scopelogadus mizolepis mizolepis","RMR",0.556302500767287,-1.2976997323597,5,0.0503848845346396,3.6,"none specified",8992,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scopelogadus mizolepis mizolepis 3.6",1,1
"6199","fish","Scophthalmus maximus","RMR",2.50514997831991,1.40702260086541,15,25.5283414975507,320,"none specified",9014,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scophthalmus maximus 320",2,2
"6209","fish","Scophthalmus rhombus","RMR",1.69897000433602,0.827239004248598,18.5,6.71798460461862,50,"none specified",9024,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scophthalmus rhombus 50",2,2
"6210","fish","Scophthalmus rhombus","RMR",1.84509804001426,0.854418667007724,18.5,7.1518544436669,70,"none specified",9025,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scophthalmus rhombus 70",2,2
"6211","fish","Scophthalmus rhombus","RMR",2.16136800223497,1.12027912575084,18.5,13.1910426871938,145,"none specified",9026,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scophthalmus rhombus 145",2,2
"6212","fish","Scorpaena porcus","RMR",1.21218760440396,0.307575377921882,22.1,2.03037088873338,16.3,"none specified",9027,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scorpaena porcus 16.3",2,3
"6213","fish","Scorpaena porcus","RMR",1.60205999132796,0.438253838229487,14,2.74317704688593,40,"none specified",9028,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scorpaena porcus 40",2,2
"6215","fish","Scyliorhinus canicula","RMR",2.17318626841227,0.952652490864871,14,8.96710986703989,149,"none specified",9030,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 149",2,2
"6216","fish","Scyliorhinus canicula","RMR",2.17609125905568,1.07796388160118,12,11.9664100769769,150,"none specified",9031,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 150",2,2
"6217","fish","Scyliorhinus canicula","RMR",2.24303804868629,0.535163851237543,12,3.42897130860742,175,"none specified",9032,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 175",2,2
"6218","fish","Scyliorhinus canicula","RMR",2.85247999363686,1.21596170472377,17,16.4422673198041,712,"none specified",9033,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 712",2,2
"6219","fish","Scyliorhinus canicula","RMR",2.85247999363686,1.31023162156562,17,20.4282715185444,712,"none specified",9034,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 712",2,2
"6220","fish","Scyliorhinus canicula","RMR",2.85247999363686,1.3695456227816,17,23.4177746675997,712,"none specified",9035,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 712",2,2
"6221","fish","Scyliorhinus canicula","RMR",2.85247999363686,1.41345110848069,17,25.9090272918125,712,"none specified",9036,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 712",2,2
"6222","fish","Scyliorhinus canicula","RMR",2.85247999363686,1.45332262051838,17,28.4002799160252,712,"none specified",9037,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 712",2,2
"6223","fish","Scyliorhinus canicula","RMR",2.85247999363686,1.46829977648803,17,29.3967809657103,712,"none specified",9038,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 712",2,2
"6224","fish","Scyliorhinus canicula","RMR",2.85247999363686,1.47559901522953,17,29.8950314905528,712,"none specified",9039,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 712",2,2
"6226","fish","Scyliorhinus canicula","RMR",2.87390159786446,1.44314523867428,15,27.742477256823,748,"none specified",9041,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 748",2,2
"6227","fish","Scyliorhinus canicula","RMR",2.87390159786446,1.56396740908775,15,36.6410076976907,748,"none specified",9042,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 748",2,2
"6228","fish","Scyliorhinus canicula","RMR",2.89652621748956,1.17285775285757,12,14.888733379986,788,"none specified",9043,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 788",2,2
"6229","fish","Scyliorhinus canicula","RMR",2.89652621748956,1.21861524341825,12,16.5430370888733,788,"none specified",9044,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 788",2,2
"6230","fish","Scyliorhinus canicula","RMR",2.89652621748956,1.27297290574084,12,18.7487753673898,788,"none specified",9045,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 788",2,2
